client_id,company_name,client_tier,industry,employee_count,contract_start_date,months_as_client,monthly_revenue,annual_contract_value,customer_acquisition_cost,lifetime_value,ltv_cac_ratio,months_to_payback,support_tickets,churn_risk_score,has_churned,last_login_days_ago,feature_usage_score,satisfaction_score,segment,segment_name,annual_revenue,revenue_category,risk_category,tenure_category
CLIENT_0122,Daniels-Perry,Startup,Healthcare,4,2023-10-15,21,204.26,2451.17,195.2,5387.18,27.6,1.0,3,0.455,True,113,0.69,3,0,Champions,2451.12,Medium,Medium Risk,Mature
CLIENT_0123,Price-Carrillo,SMB,Healthcare,68,2023-03-01,29,586.17,7034.02,548.66,20097.19,36.63,0.9,4,0.35,False,60,0.28,1,0,Champions,7034.039999999999,Medium,Medium Risk,Veteran
CLIENT_0124,Gates PLC,SMB,Real Estate,89,2025-05-18,2,600.48,7205.81,844.17,24019.38,28.45,1.4,2,0.3,True,108,0.51,2,3,High Value,7205.76,Medium,Medium Risk,New
CLIENT_0125,Bender LLC,Startup,Manufacturing,4,2023-09-07,22,191.11,2293.28,174.32,5460.19,31.32,0.9,2,0.42,False,83,0.49,6,0,Champions,2293.32,Low,Medium Risk,Mature
CLIENT_0126,Medina-Navarro,Startup,Real Estate,3,2024-10-20,9,90.73,1088.8,198.57,2392.97,12.05,2.2,3,0.455,True,111,0.53,6,3,High Value,1088.76,Low,Medium Risk,Growing
CLIENT_0127,Freeman LLC,Startup,Marketing,7,2024-12-09,7,247.21,2966.55,274.21,6054.18,22.08,1.1,4,0.49,False,79,0.53,4,3,High Value,2966.52,Medium,Medium Risk,Growing
CLIENT_0128,Price Ltd,SMB,Healthcare,11,2023-11-07,20,455.81,5469.69,505.38,18232.29,36.08,1.1,2,0.3,False,21,0.39,6,1,At Risk,5469.72,Medium,Medium Risk,Mature
CLIENT_0129,Ramsey-Pittman,SMB,Finance,24,2024-07-30,11,626.42,7517.08,304.25,27334.83,89.84,0.5,1,0.275,True,90,0.74,6,1,At Risk,7517.039999999999,Medium,Medium Risk,Growing
CLIENT_0130,"Ferguson, Meadows and Vargas",SMB,Marketing,17,2025-04-19,3,862.4,10348.75,571.59,24350.01,42.6,0.7,7,0.425,False,2,0.14,10,3,High Value,10348.8,Medium,Medium Risk,New
CLIENT_0131,Day and Sons,Startup,E-commerce,14,2024-07-12,12,97.89,1174.64,151.61,2237.41,14.76,1.5,5,0.525,True,111,0.12,3,3,High Value,1174.68,Low,High Risk,Growing
CLIENT_0132,Williams Group,Startup,Manufacturing,4,2025-02-21,4,190.48,2285.75,50.0,5937.02,118.74,0.3,1,0.385,True,126,0.86,1,3,High Value,2285.7599999999998,Low,Medium Risk,New
CLIENT_0133,Murphy-Juarez,Startup,Real Estate,6,2023-07-11,24,142.66,1711.91,250.28,3762.44,15.03,1.8,3,0.455,False,35,0.13,2,0,Champions,1711.92,Low,Medium Risk,Mature
CLIENT_0134,King-Miller,Startup,Real Estate,5,2023-09-06,22,270.78,3249.34,364.05,6631.3,18.22,1.3,4,0.49,False,20,0.76,3,0,Champions,3249.3599999999997,Medium,Medium Risk,Mature
CLIENT_0135,"Williams, Crane and Walker",Startup,Education,11,2022-08-08,35,189.52,2274.27,226.07,5414.93,23.95,1.2,2,0.42,False,40,0.32,8,0,Champions,2274.2400000000002,Low,Medium Risk,Veteran
CLIENT_0136,"Williams, Johnson and Wright",SMB,E-commerce,79,2022-10-01,34,729.75,8757.04,152.06,25020.11,164.54,0.2,4,0.35,False,55,0.46,7,0,Champions,8757.0,Medium,Medium Risk,Veteran
CLIENT_0137,"Hernandez, Martinez and Caldwell",SMB,Real Estate,23,2025-01-21,5,586.63,7039.55,440.1,21660.15,49.22,0.8,3,0.325,False,42,0.95,9,3,High Value,7039.5599999999995,Medium,Medium Risk,New
CLIENT_0138,Marshall LLC,Startup,Healthcare,12,2024-03-26,15,50.0,600.0,50.0,1008.4,20.17,1.0,7,0.595,True,107,0.15,5,3,High Value,600.0,Low,High Risk,Mature
CLIENT_0139,Obrien Ltd,Startup,Education,4,2024-11-03,8,161.93,1943.21,152.23,3965.74,26.05,0.9,4,0.49,True,72,0.12,9,3,High Value,1943.16,Low,Medium Risk,Growing
CLIENT_0140,Oconnell Inc,Startup,E-commerce,16,2024-09-11,10,155.42,1865.04,240.01,4099.0,17.08,1.5,3,0.455,True,109,0.95,7,3,High Value,1865.04,Low,Medium Risk,Growing
CLIENT_0141,Johnston-Odonnell,Startup,Healthcare,6,2024-04-11,15,100.1,1201.18,391.4,2287.97,5.85,3.9,5,0.525,True,165,0.88,1,3,High Value,1201.1999999999998,Low,High Risk,Mature
CLIENT_0142,"Gonzalez, Vargas and Rivas",Startup,Healthcare,5,2023-09-01,22,165.86,1990.36,174.04,4374.41,25.13,1.0,3,0.455,False,61,0.69,2,0,Champions,1990.3200000000002,Low,Medium Risk,Mature
CLIENT_0143,"Barton, Jefferson and Burke",Startup,Healthcare,10,2023-04-09,27,230.41,2764.94,174.76,7181.65,41.09,0.8,1,0.385,True,154,0.79,4,0,Champions,2764.92,Medium,Medium Risk,Veteran
CLIENT_0144,"Patton, Reed and Patterson",Startup,Technology,14,2022-11-27,32,222.12,2665.42,186.11,5858.06,31.48,0.8,3,0.455,False,84,0.39,10,0,Champions,2665.44,Medium,Medium Risk,Veteran
CLIENT_0145,"Holland, Smith and Fisher",SMB,Real Estate,98,2023-08-27,23,96.09,1153.07,714.28,3547.9,4.97,7.4,3,0.325,False,77,0.66,9,0,Champions,1153.08,Low,Medium Risk,Mature
CLIENT_0146,Yu-Reid,SMB,E-commerce,75,2024-01-05,18,624.48,7493.75,511.68,27250.01,53.26,0.8,1,0.275,False,4,0.46,5,1,At Risk,7493.76,Medium,Medium Risk,Mature
CLIENT_0147,"Hernandez, Thompson and Boyd",SMB,Marketing,57,2025-01-10,6,965.72,11588.69,645.03,28971.71,44.92,0.7,6,0.4,True,54,0.69,3,3,High Value,11588.64,Medium,Medium Risk,New
CLIENT_0148,"Morton, Medina and Webb",SMB,E-commerce,28,2024-06-29,12,480.62,5767.47,218.1,20972.63,96.16,0.5,1,0.275,True,56,0.94,3,1,At Risk,5767.4400000000005,Medium,Medium Risk,Growing
CLIENT_0149,"Vargas, Morris and Sanchez",Startup,Marketing,19,2023-11-06,20,223.47,2681.58,50.0,5472.62,109.45,0.2,4,0.49,False,12,0.27,8,0,Champions,2681.64,Medium,Medium Risk,Mature
CLIENT_0150,Keith-Sanchez,SMB,E-commerce,45,2025-05-06,2,181.4,2176.82,588.09,7915.69,13.46,3.2,1,0.275,False,44,0.67,7,3,High Value,2176.8,Low,Medium Risk,New
CLIENT_0151,"Barnett, Rogers and Snyder",Startup,Real Estate,10,2023-12-08,19,153.91,1846.91,204.06,4059.13,19.89,1.3,3,0.455,False,79,0.6,5,0,Champions,1846.92,Low,Medium Risk,Mature
CLIENT_0152,Lewis-Salinas,Startup,Healthcare,8,2023-07-08,24,214.23,2570.79,143.96,6120.92,42.52,0.7,2,0.42,False,68,0.25,3,0,Champions,2570.7599999999998,Medium,Medium Risk,Mature
CLIENT_0153,"Haynes, Hill and Smith",Startup,Finance,18,2023-07-25,24,121.67,1460.06,245.35,3476.33,14.17,2.0,2,0.42,True,167,0.33,9,0,Champions,1460.04,Low,Medium Risk,Mature
CLIENT_0154,Allen Group,Startup,Healthcare,8,2025-05-21,1,115.21,1382.57,130.91,2468.87,18.86,1.1,6,0.56,True,131,0.62,7,3,High Value,1382.52,Low,High Risk,New
CLIENT_0155,Vaughn Ltd,SMB,Real Estate,50,2024-01-03,18,279.84,3358.13,357.74,9594.66,26.82,1.3,4,0.35,False,71,0.69,6,0,Champions,3358.08,Medium,Medium Risk,Mature
CLIENT_0156,Mcguire-Davis,Startup,Finance,7,2024-09-04,10,56.19,674.3,76.65,1751.43,22.85,1.4,1,0.385,True,127,0.5,4,3,High Value,674.28,Low,Medium Risk,Growing
CLIENT_0157,"Sanchez, Beck and Wood",Startup,Manufacturing,6,2023-03-17,28,84.0,1008.03,216.14,2400.07,11.1,2.6,2,0.42,False,29,0.51,1,0,Champions,1008.0,Low,Medium Risk,Veteran
CLIENT_0158,Coleman-Reese,Startup,Manufacturing,17,2024-03-15,16,237.3,2847.66,260.91,7396.51,28.35,1.1,1,0.385,False,4,0.76,8,3,High Value,2847.6000000000004,Medium,Medium Risk,Mature
CLIENT_0159,"Chavez, Parker and Hall",Startup,E-commerce,7,2023-07-15,24,211.85,2542.18,84.48,4842.25,57.32,0.4,5,0.525,True,143,0.41,9,0,Champions,2542.2,Medium,High Risk,Mature
CLIENT_0160,Wilson-Herrera,SMB,Finance,74,2024-09-14,10,255.94,3071.24,356.26,9449.96,26.53,1.4,3,0.325,False,21,0.55,6,3,High Value,3071.2799999999997,Medium,Medium Risk,Growing
CLIENT_0161,Lee Ltd,Startup,Finance,16,2024-10-29,8,119.21,1430.55,246.4,2919.49,11.85,2.1,4,0.49,False,79,0.29,9,3,High Value,1430.52,Low,Medium Risk,Growing
CLIENT_0162,"Lawrence, Wolf and Carlson",SMB,Marketing,11,2023-12-30,18,262.42,3149.01,429.4,8397.36,19.56,1.6,5,0.375,True,43,0.23,6,0,Champions,3149.04,Medium,Medium Risk,Mature
CLIENT_0163,Phillips LLC,Startup,Marketing,10,2025-06-25,0,150.83,1809.94,68.82,3977.89,57.8,0.5,3,0.455,False,67,0.17,4,3,High Value,1809.96,Low,Medium Risk,
CLIENT_0164,Erickson and Sons,Startup,Healthcare,12,2023-01-30,30,208.06,2496.74,154.1,5487.33,35.61,0.7,3,0.455,False,88,0.15,2,0,Champions,2496.7200000000003,Medium,Medium Risk,Veteran
CLIENT_0165,Tran Ltd,SMB,Manufacturing,96,2023-05-14,26,200.82,2409.89,676.42,8763.24,12.96,3.4,1,0.275,True,144,0.26,1,0,Champions,2409.84,Medium,Medium Risk,Veteran
CLIENT_0166,"Oneill, Henry and Salas",Startup,E-commerce,6,2025-05-16,2,50.0,600.0,262.61,1224.49,4.66,5.3,4,0.49,True,91,0.69,3,3,High Value,600.0,Low,Medium Risk,New
CLIENT_0167,Mendoza-Peterson,SMB,Finance,80,2024-04-06,15,111.2,1334.43,1039.94,4448.1,4.28,9.4,2,0.3,False,20,0.12,5,1,At Risk,1334.4,Low,Medium Risk,Mature
CLIENT_0168,Everett-Woods,Startup,Education,6,2025-06-09,1,70.52,846.28,257.94,2198.14,8.52,3.7,1,0.385,True,111,0.16,4,3,High Value,846.24,Low,Medium Risk,New
CLIENT_0169,Vasquez-Ray,SMB,Healthcare,72,2025-01-03,6,523.92,6286.99,305.39,20956.64,68.62,0.6,2,0.3,True,81,0.32,2,3,High Value,6287.039999999999,Medium,Medium Risk,New
CLIENT_0170,Hernandez PLC,Startup,Technology,7,2024-08-07,11,185.42,2225.09,320.59,4890.32,15.25,1.7,3,0.455,False,0,0.83,1,3,High Value,2225.04,Low,Medium Risk,Growing
CLIENT_0171,Mcknight Inc,Startup,Finance,9,2025-05-22,1,142.99,1715.87,215.27,3064.05,14.23,1.5,6,0.56,True,98,0.76,1,3,High Value,1715.88,Low,High Risk,New
CLIENT_0172,Obrien-Gibbs,SMB,Education,96,2024-03-20,16,454.2,5450.44,518.01,18168.14,35.07,1.1,2,0.3,True,177,0.76,10,1,At Risk,5450.4,Medium,Medium Risk,Mature
CLIENT_0173,"James, Kerr and Evans",SMB,Healthcare,24,2023-03-22,28,303.82,3645.8,234.42,9722.13,41.47,0.8,5,0.375,True,67,0.17,1,0,Champions,3645.84,Medium,Medium Risk,Veteran
CLIENT_0174,Torres-Oliver,SMB,Manufacturing,82,2024-04-22,15,363.28,4359.37,641.91,14531.25,22.64,1.8,2,0.3,False,40,0.96,7,1,At Risk,4359.36,Medium,Medium Risk,Mature
CLIENT_0175,"Garcia, Farmer and Garrett",Startup,Marketing,5,2024-05-15,14,125.32,1503.79,268.69,2685.34,9.99,2.1,6,0.56,True,46,0.94,7,3,High Value,1503.84,Low,High Risk,Mature
CLIENT_0176,Moore and Sons,SMB,E-commerce,98,2023-05-03,26,291.04,3492.46,106.73,12699.85,118.99,0.4,1,0.275,False,31,0.55,1,0,Champions,3492.4800000000005,Medium,Medium Risk,Veteran
CLIENT_0177,Smith Group,Startup,E-commerce,13,2024-03-13,16,209.69,2516.34,163.98,4793.03,29.23,0.8,5,0.525,False,74,0.39,6,3,High Value,2516.2799999999997,Medium,High Risk,Mature
CLIENT_0178,Carter-Hall,SMB,Finance,22,2024-08-10,11,558.9,6706.86,156.5,24388.58,155.84,0.3,1,0.275,False,49,0.29,3,1,At Risk,6706.799999999999,Medium,Medium Risk,Growing
CLIENT_0179,"Heath, Jones and Hall",SMB,Manufacturing,52,2024-08-30,10,598.89,7186.66,644.72,22112.81,34.3,1.1,3,0.325,True,68,0.62,9,3,High Value,7186.68,Medium,Medium Risk,Growing
CLIENT_0180,"Lawrence, Lara and Gonzalez",Startup,Healthcare,17,2023-05-03,26,54.55,654.57,176.71,1335.86,7.56,3.2,4,0.49,False,88,0.6,7,0,Champions,654.5999999999999,Low,Medium Risk,Veteran
CLIENT_0181,Holland LLC,SMB,Education,22,2022-11-20,32,397.07,4764.86,277.96,12706.29,45.71,0.7,5,0.375,False,19,0.39,3,0,Champions,4764.84,Medium,Medium Risk,Veteran
CLIENT_0182,Brown LLC,SMB,Real Estate,67,2025-01-08,6,644.48,7733.72,425.43,20623.24,48.48,0.7,5,0.375,False,20,0.13,4,3,High Value,7733.76,Medium,Medium Risk,New
CLIENT_0183,"Morse, Gonzales and Harrison",Startup,Real Estate,15,2024-04-29,14,105.85,1270.22,455.82,3024.32,6.63,4.3,2,0.42,False,23,0.71,2,3,High Value,1270.1999999999998,Low,Medium Risk,Mature
CLIENT_0184,Bender-Mason,SMB,Education,58,2023-06-15,25,655.67,7868.07,389.76,24209.44,62.11,0.6,3,0.325,False,30,0.84,3,0,Champions,7868.039999999999,Medium,Medium Risk,Veteran
CLIENT_0185,George Group,Startup,Finance,18,2024-01-09,18,77.64,931.67,169.69,2419.91,14.26,2.2,1,0.385,True,76,1.0,6,0,Champions,931.6800000000001,Low,Medium Risk,Mature
CLIENT_0186,"Wright, Davis and Hayden",SMB,Finance,29,2024-09-29,9,591.14,7093.66,283.66,23645.52,83.36,0.5,2,0.3,False,8,0.96,5,1,At Risk,7093.68,Medium,Medium Risk,Growing
CLIENT_0187,"Matthews, Smith and Hubbard",SMB,Manufacturing,12,2025-01-18,6,571.23,6854.8,509.73,27419.2,53.79,0.9,0,0.25,True,147,0.35,1,1,At Risk,6854.76,Medium,Medium Risk,New
CLIENT_0188,"Williams, Avila and Ruiz",SMB,Education,51,2025-01-02,6,564.63,6775.6,470.48,20848.01,44.31,0.8,3,0.325,False,73,0.94,4,3,High Value,6775.5599999999995,Medium,Medium Risk,New
CLIENT_0189,White-Richards,Startup,E-commerce,8,2024-06-30,12,111.06,1332.71,214.18,2719.82,12.7,1.9,4,0.49,False,56,0.78,8,3,High Value,1332.72,Low,Medium Risk,Growing
CLIENT_0190,Costa-Harrison,SMB,Healthcare,16,2024-06-12,13,479.97,5759.63,459.27,17721.94,38.59,1.0,3,0.325,False,88,0.8,9,1,At Risk,5759.64,Medium,Medium Risk,Mature
CLIENT_0191,Santiago-Hodge,SMB,E-commerce,30,2023-10-08,21,710.61,8527.34,906.66,24363.82,26.87,1.3,4,0.35,False,87,0.6,7,0,Champions,8527.32,Medium,Medium Risk,Mature
CLIENT_0192,"Simpson, Bates and Morales",SMB,Finance,23,2023-07-14,24,478.09,5737.08,379.2,16391.66,43.23,0.8,4,0.35,False,88,0.95,9,0,Champions,5737.08,Medium,Medium Risk,Mature
CLIENT_0193,Gibson LLC,SMB,Marketing,80,2024-10-27,8,353.08,4236.98,337.95,12105.66,35.82,1.0,4,0.35,False,85,0.59,2,3,High Value,4236.96,Medium,Medium Risk,Growing
CLIENT_0194,Cordova Group,Startup,Education,11,2023-04-20,27,194.11,2329.27,156.48,4753.61,30.38,0.8,4,0.49,True,115,0.36,8,0,Champions,2329.32,Low,Medium Risk,Veteran
CLIENT_0195,Sandoval PLC,Startup,Manufacturing,18,2025-02-19,4,135.37,1624.42,337.49,3867.67,11.46,2.5,2,0.42,True,145,0.57,8,3,High Value,1624.44,Low,Medium Risk,New
CLIENT_0196,Lopez LLC,Startup,E-commerce,10,2023-12-05,19,121.16,1453.95,251.14,2967.24,11.81,2.1,4,0.49,True,126,0.45,3,0,Champions,1453.92,Low,Medium Risk,Mature
CLIENT_0197,Garrett-Wolf,Startup,E-commerce,19,2024-05-29,13,85.73,1028.77,50.0,2672.13,53.44,0.6,1,0.385,True,103,0.18,9,3,High Value,1028.76,Low,Medium Risk,Mature
CLIENT_0198,"Anderson, Roberts and Gilmore",Startup,E-commerce,10,2023-02-25,29,74.53,894.35,87.61,1965.61,22.44,1.2,3,0.455,False,1,0.39,3,0,Champions,894.36,Low,Medium Risk,Veteran
CLIENT_0199,Dudley PLC,SMB,Real Estate,49,2023-12-30,18,446.89,5362.69,596.69,17875.63,29.96,1.3,2,0.3,False,47,0.24,4,1,At Risk,5362.68,Medium,Medium Risk,Mature
CLIENT_0200,"Moore, Pierce and Tran",Startup,Marketing,10,2024-12-09,7,91.14,1093.63,220.37,1838.03,8.34,2.4,7,0.595,False,58,0.25,5,3,High Value,1093.68,Low,High Risk,Growing
CLIENT_0201,Murray Inc,SMB,Technology,14,2022-10-28,33,399.58,4794.95,611.74,13699.87,22.39,1.5,4,0.35,False,10,0.91,9,0,Champions,4794.96,Medium,Medium Risk,Veteran
CLIENT_0202,Jimenez Ltd,SMB,Manufacturing,85,2024-06-26,12,647.35,7768.22,386.61,25894.06,66.98,0.6,2,0.3,False,32,0.32,4,1,At Risk,7768.200000000001,Medium,Medium Risk,Growing
CLIENT_0203,"Hill, Davenport and Baird",Startup,Real Estate,12,2023-06-02,25,96.98,1163.79,50.0,2078.2,41.56,0.5,6,0.56,True,95,0.38,8,0,Champions,1163.76,Low,High Risk,Veteran
CLIENT_0204,"Thomas, Lee and Greene",Startup,Finance,2,2023-04-10,27,76.15,913.79,250.38,1740.56,6.95,3.3,5,0.525,True,86,0.37,4,0,Champions,913.8000000000001,Low,High Risk,Veteran
CLIENT_0205,Shields LLC,Startup,Real Estate,10,2024-10-12,9,134.1,1609.21,230.02,3065.16,13.33,1.7,5,0.525,True,75,0.51,4,3,High Value,1609.1999999999998,Low,High Risk,Growing
CLIENT_0206,Morgan-French,SMB,Manufacturing,39,2024-11-10,8,65.47,785.59,669.48,2618.64,3.91,10.2,2,0.3,False,25,0.97,6,3,High Value,785.64,Low,Medium Risk,Growing
CLIENT_0207,Campbell LLC,Startup,Manufacturing,14,2023-05-06,26,193.27,2319.23,288.48,4733.13,16.41,1.5,4,0.49,False,37,0.21,4,0,Champions,2319.2400000000002,Low,Medium Risk,Veteran
CLIENT_0208,"Duarte, Burns and Hernandez",Startup,E-commerce,15,2025-01-20,5,50.0,600.0,252.83,1318.68,5.22,5.1,3,0.455,True,37,0.89,6,3,High Value,600.0,Low,Medium Risk,New
CLIENT_0209,Cook-Hines,SMB,Real Estate,57,2024-02-27,16,747.73,8972.72,522.94,35890.87,68.63,0.7,0,0.25,False,49,0.62,5,1,At Risk,8972.76,Medium,Medium Risk,Mature
CLIENT_0210,Kane-Pollard,SMB,E-commerce,53,2023-09-04,22,338.37,4060.46,356.91,14765.31,41.37,1.1,1,0.275,False,34,0.85,8,1,At Risk,4060.44,Medium,Medium Risk,Mature
CLIENT_0211,Hall-Rowe,Startup,Finance,16,2023-04-05,27,202.26,2427.15,468.75,5778.93,12.33,2.3,2,0.42,True,55,0.25,6,0,Champions,2427.12,Medium,Medium Risk,Veteran
CLIENT_0212,"Kennedy, Mcintyre and James",Startup,Finance,5,2022-09-03,34,143.8,1725.57,263.45,4108.49,15.59,1.8,2,0.42,False,85,0.34,8,0,Champions,1725.6000000000001,Low,Medium Risk,Veteran
CLIENT_0213,"Pollard, Simpson and Johnson",Startup,Technology,9,2025-07-04,0,178.26,2139.08,198.02,5556.05,28.06,1.1,1,0.385,True,90,0.53,10,3,High Value,2139.12,Low,Medium Risk,
CLIENT_0214,"Rivera, Garcia and Kirk",SMB,Technology,74,2024-01-19,18,414.14,4969.67,361.52,14199.07,39.28,0.9,4,0.35,False,12,0.58,1,0,Champions,4969.68,Medium,Medium Risk,Mature
CLIENT_0215,Smith-Thomas,Startup,Technology,8,2022-11-04,32,111.2,1334.43,277.54,2541.77,9.16,2.5,5,0.525,True,46,0.2,3,0,Champions,1334.4,Low,High Risk,Veteran
CLIENT_0216,Jones LLC,SMB,Marketing,22,2025-02-25,4,715.2,8582.42,504.26,31208.79,61.89,0.7,1,0.275,False,45,0.25,8,1,At Risk,8582.400000000001,Medium,Medium Risk,New
CLIENT_0217,"Sanders, Miller and Murphy",Startup,Marketing,14,2023-07-23,24,196.33,2356.01,234.83,4487.64,19.11,1.2,5,0.525,False,29,0.33,7,0,Champions,2355.96,Low,High Risk,Mature
CLIENT_0218,"James, Stewart and Higgins",SMB,Real Estate,75,2024-07-25,11,822.44,9869.33,679.37,30367.17,44.7,0.8,3,0.325,False,83,0.91,10,3,High Value,9869.28,Medium,Medium Risk,Growing
CLIENT_0219,"Johnson, Jones and Welch",SMB,Marketing,72,2024-10-26,8,602.38,7228.62,466.34,19276.31,41.34,0.8,5,0.375,True,57,0.25,6,3,High Value,7228.5599999999995,Medium,Medium Risk,Growing
CLIENT_0220,Francis Group,SMB,Finance,12,2025-04-21,2,541.98,6503.79,837.33,21679.3,25.89,1.5,2,0.3,False,64,0.18,10,3,High Value,6503.76,Medium,Medium Risk,New
CLIENT_0221,"Padilla, Garcia and Jackson",SMB,Healthcare,34,2025-06-23,0,531.97,6383.66,294.46,15959.14,54.2,0.6,6,0.4,True,59,0.5,2,3,High Value,6383.64,Medium,Medium Risk,
CLIENT_0222,Williams Inc,Startup,Manufacturing,16,2023-06-10,25,173.1,2077.15,226.03,4565.16,20.2,1.3,3,0.455,True,129,0.45,8,0,Champions,2077.2,Low,Medium Risk,Veteran
CLIENT_0223,Jordan-Sanchez,SMB,Education,16,2023-06-04,25,246.62,2959.45,508.85,9864.84,19.39,2.1,2,0.3,True,175,0.67,1,0,Champions,2959.44,Medium,Medium Risk,Veteran
CLIENT_0224,"Sparks, Jackson and Miller",SMB,Healthcare,43,2023-10-12,21,692.97,8315.64,823.12,25586.6,31.09,1.2,3,0.325,True,98,0.31,8,0,Champions,8315.64,Medium,Medium Risk,Mature
CLIENT_0225,"Vega, Jimenez and Aguilar",SMB,Real Estate,35,2025-02-25,4,277.05,3324.61,519.54,13298.42,25.6,1.9,0,0.25,True,80,0.12,5,1,At Risk,3324.6000000000004,Medium,Medium Risk,New
CLIENT_0226,"King, Scott and Smith",Startup,E-commerce,6,2023-03-29,28,153.69,1844.27,194.91,3293.34,16.9,1.3,6,0.56,False,16,0.45,6,0,Champions,1844.28,Low,High Risk,Veteran
CLIENT_0227,Byrd-Moore,Startup,Finance,14,2024-12-15,7,148.54,1782.43,239.72,3637.61,15.17,1.6,4,0.49,True,114,0.41,5,3,High Value,1782.48,Low,Medium Risk,Growing
CLIENT_0228,Huerta-Evans,Startup,Finance,2,2023-11-13,20,163.67,1964.0,326.02,4676.19,14.34,2.0,2,0.42,False,50,0.8,3,0,Champions,1964.04,Low,Medium Risk,Mature
CLIENT_0229,"Wright, Bruce and Gonzalez",Startup,Healthcare,6,2025-06-05,1,66.12,793.42,79.9,1511.27,18.92,1.2,5,0.525,False,10,0.42,6,3,High Value,793.44,Low,High Risk,New
CLIENT_0230,Rodriguez-James,SMB,Real Estate,14,2023-09-12,22,565.36,6784.32,825.8,19383.76,23.47,1.5,4,0.35,False,51,0.88,7,0,Champions,6784.32,Medium,Medium Risk,Mature
CLIENT_0231,Haney-Phillips,Startup,Marketing,16,2023-08-15,23,410.37,4924.46,75.55,8793.68,116.39,0.2,6,0.56,False,3,0.83,3,0,Champions,4924.4400000000005,Medium,High Risk,Mature
CLIENT_0232,"Foster, Smith and Grimes",Startup,Education,7,2025-06-22,0,68.14,817.7,120.56,2123.9,17.62,1.8,1,0.385,False,30,0.76,2,3,High Value,817.6800000000001,Low,Medium Risk,
CLIENT_0233,Lozano Ltd,Startup,Real Estate,17,2024-11-16,8,156.32,1875.84,307.95,3349.71,10.88,2.0,6,0.56,False,70,0.1,3,3,High Value,1875.84,Low,High Risk,Growing
CLIENT_0234,Parsons-Hall,SMB,Healthcare,24,2024-01-12,18,741.85,8902.24,212.09,25434.97,119.93,0.3,4,0.35,False,62,0.18,9,0,Champions,8902.2,Medium,Medium Risk,Mature
CLIENT_0235,Fields PLC,Startup,Finance,7,2024-12-12,7,136.95,1643.46,125.51,3353.99,26.72,0.9,4,0.49,True,152,0.88,2,3,High Value,1643.3999999999999,Low,Medium Risk,Growing
CLIENT_0236,"Saunders, Becker and Taylor",Startup,E-commerce,3,2023-04-18,27,139.08,1669.01,50.0,4335.09,86.7,0.4,1,0.385,True,63,0.35,8,0,Champions,1668.96,Low,Medium Risk,Veteran
CLIENT_0237,"Lucas, Parker and Alexander",SMB,Marketing,36,2022-11-01,33,469.02,5628.18,640.15,22512.72,35.17,1.4,0,0.25,False,64,0.59,5,0,Champions,5628.24,Medium,Medium Risk,Veteran
CLIENT_0238,"Anderson, Browning and Murphy",SMB,Manufacturing,66,2024-04-12,15,169.42,2033.0,740.62,5808.56,7.84,4.4,4,0.35,False,51,0.67,2,3,High Value,2033.04,Low,Medium Risk,Mature
CLIENT_0239,Anderson PLC,Startup,Healthcare,16,2023-10-15,21,50.0,600.0,178.28,1428.57,8.01,3.6,2,0.42,False,11,0.55,2,0,Champions,600.0,Low,Medium Risk,Mature
CLIENT_0240,Schmidt-Mcintyre,Startup,Healthcare,10,2025-03-03,4,194.5,2333.97,281.22,5557.07,19.76,1.4,2,0.42,False,17,0.35,6,3,High Value,2334.0,Low,Medium Risk,New
CLIENT_0241,Sloan-Raymond,SMB,Finance,20,2025-01-12,6,328.31,3939.72,725.12,11256.34,15.52,2.2,4,0.35,False,12,0.48,6,3,High Value,3939.7200000000003,Medium,Medium Risk,New
CLIENT_0242,Francis-Morgan,Startup,Education,18,2025-06-11,1,164.79,1977.42,246.04,3766.52,15.31,1.5,5,0.525,True,42,0.26,8,3,High Value,1977.48,Low,High Risk,New
CLIENT_0243,Taylor and Sons,Startup,Real Estate,10,2022-11-21,32,180.58,2166.96,119.6,4762.56,39.82,0.7,3,0.455,True,132,0.55,9,0,Champions,2166.96,Low,Medium Risk,Veteran
CLIENT_0244,"Craig, Sanders and Singleton",SMB,Education,87,2025-02-13,5,211.7,2540.44,458.11,9237.97,20.17,2.2,1,0.275,False,81,0.6,4,1,At Risk,2540.3999999999996,Medium,Medium Risk,New
CLIENT_0245,Gibbs Inc,SMB,Real Estate,47,2024-03-19,16,333.77,4005.19,783.41,11443.41,14.61,2.3,4,0.35,True,37,0.69,2,3,High Value,4005.24,Medium,Medium Risk,Mature
CLIENT_0246,Gibson Ltd,SMB,Education,30,2023-05-03,26,715.04,8580.42,226.26,26401.3,116.69,0.3,3,0.325,True,86,0.84,6,0,Champions,8580.48,Medium,Medium Risk,Veteran
CLIENT_0247,Richards-Carson,Startup,Real Estate,11,2024-10-15,9,75.93,911.21,210.14,2603.47,12.39,2.8,0,0.35,False,1,0.12,4,3,High Value,911.1600000000001,Low,Medium Risk,Growing
CLIENT_0248,Leonard Group,Startup,Technology,16,2025-05-12,2,132.56,1590.69,50.0,3029.88,60.6,0.4,5,0.525,True,113,0.51,1,3,High Value,1590.72,Low,High Risk,New
